Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video,Description_Score
320177,27816431,vicoladipo notches his first career #nbaplayoffs triple double with 28p 13r 10a,4,80074,0,1,0,-2.0300187322918273
290977,27816431,the raptors defeat the washwizards 102 92 to advance to the conference semis #nbaplayoffs,4,79891,0,1,0,-4.36559108371455
355136,27816431, taking it strong,4,79568,0,1,0,-0.5402940577353497
675233,27816431,vicoladipo on the attack,4,79161,0,0,1,-0.3419737163417331
325338,27816431, russwest44s #nbakicks  #whynot,4,76755,0,1,0,0.0
910682,27816431,kingjames takes it strong down the lane,4,75119,0,0,1,3.3867746162520653
733448,27816431,poetry in motion vicoladipo ,4,74879,0,0,1,0.23973145741057744
615957,27816431,vicoladipo gives the pacers the lead with the slam,4,74618,0,0,1,-2.0853492184885396
615957,27816431,its gametime in indianapolis will the cavs advance or will the pacers force a game 7,4,72892,0,0,1,-3.6773112154354943
519089,27816431,looking to force a game 7 with a win 8pm et nbaonespn vicoladipo and turner_myles get loose,4,66710,0,0,1,-4.661392741726825
569044,27816431,looking to close out with a win the cavs arrive for game 6 in indianapolis 7pm et nbaonespn,4,65105,0,0,1,-4.798977840607264
212487,27816431,its win or go home for the washwizards pacers and okcthunder as the raptors cavs and utahjazz look to advance #nbaplayoffs #thisiswhyweplay,4,51399,0,1,0,-9.577777788219999
583290,27816431,"weve been using the mantra #whateverittakes and i think that what it was about tonight #thisiswhyweplay  ___
 cavs pacers game 6
 8pm et  nbaonespn",4,39790,0,0,1,-5.186282120337349
383782,27799319,the bucks 3 3 defeat the celtics 97 86 to force a game 7 on saturday night,3,81962,0,1,0,-3.710385730171052
740227,27799319,the 20 year old stops on a dime for the stepback triple,3,81158,0,0,1,0.9220632353491458
675246,27799319,giannis_an34 strides  glides to the rim,3,79412,0,0,1,-0.3621446519762673
615968,27799319,thonmakers swat sparks the bucks fastbreak,3,78428,0,0,1,-1.83595307659315
680753,27799319,youngamechanger meets president bill clinton in milwaukee ahead of game 6 #thisiswhyweplay,3,73623,0,0,1,-1.2235530359238653
671805,27799319,one of the #budweiserlegendarymoments of the opening round of the #nbaplayoffs cp3 eliminates san antonio #tbt,3,71367,0,0,1,-1.1744335507310484
512275,27799319,averaging 23 ppg in the series fchwpo works it out pre game celtics looking to advance in #nbaplayoffs lead bucks 3 2 #cusrise,3,65158,0,0,1,-3.715032230333649
683126,27799319,"theyve put in the work now theyre here to put on a show 
watch the best nba2kleague players change the game at the tip off tournament on may 1 and compete for a $100k prize pool  twitch may 1 5 #itsourtime",3,59662,0,0,1,-3.636329547514201
695050,27799319,visiting dad #takeyourchildtoworkday #thisiswhyweplay,3,51016,0,0,1,-0.7870491398328856
270295,27799319,it was win or go home regardless of what is going on in the game you have to give yourself a chance to win and i thought our guys did a good job of that tonight   russwest44 put up 33 of his 45 in the second half to lead 25 point okcthunder comeback to avoid elimination,3,44147,0,1,0,-4.354116802325578
695298,27799319,"in lebron they trust yo that shot was clutch
___
#nbasoundup  gallo_locknez",3,35591,0,0,1,0.7890081221208902
317338,27799319,the shots of the shot  davidliamkyle  natlyphoto,3,12712,1,0,0,-0.6103980854503378
913761,27783821,every  angle of kingjames wild tissot buzzer beater for the cavs #nbaplayoffs #thisisyourtime,3,3064,0,0,1,-1.2573721207788982
316040,27783821,the houstonrockets defeat the timberwolves 122 104 in game 5 to advance to the conference semis #nbaplayoffs,3,1615,0,1,0,-4.319752829968525
316040,27783821,the okcthunder 2 3 defeat the utahjazz 107 99 to force game 6 #nbaplayoffs,3,448,0,1,0,-4.863053763991446
615979,27783821,which did you like better spidadmitchell or russwest44,2,85391,0,0,1,-1.613525793776819
675720,27783821,jharden13 punches it home for the houstonrockets,2,84271,0,0,1,-0.4900330086853163
819846,27783821,kingjames on the cavs #whateverittakes approach to the #nbaplayoffs,2,83458,0,0,1,2.6147646422378985
344779,27783821,kings castle,2,81625,0,1,0,-0.19917774713442227
837543,27783821,tie game 3 seconds on the clock kingjames buries the tissot buzzer beater for the cavs win #thisisyourtime,2,79492,0,0,1,1.4326881054985756
351363,27783821,the cavs take 3 2 series lead defeat pacers 98 95 #nbaplayoffs,2,79333,0,1,0,-3.9360916911005104
837543,27783821,from inside the q kingjames buries the triple for the cavs 3 2 series lead #thisisyourtime,2,79251,0,0,1,1.5995806433548174
284759,27783821,the raptors take 3 2 series lead defeat washwizards 108 98 #nbaplayoffs,2,77781,0,1,0,-4.574633765467091
675258,27783821,demar_derozan in transition,2,77680,0,0,1,0.12423148281299676
675258,27783821,kellyoubrejr takes it strong,2,76710,0,0,1,-0.2995368524026145
910715,27783821,kingjames muscles into the lane for two plus the foul,2,75052,0,0,1,3.545406380880747
615979,27783821,tylawson3 dances into the lane to feed ianou76,2,71147,0,0,1,-0.25417701207389065
519108,27783821,ahead of tonights game 5 7pm et nbaontnt listen in as turner_myles of the pacers was micd up in indianapolis,2,65092,0,0,1,-3.8517700504149173
299133,27783821,senior x junior #whateverittakes,2,62626,0,1,0,-0.340719042244051
625049,27783821,"ahead of tonights timberwolves #nbaplayoffs action we flash back to droses tissot buzzer beater in the 2015 #nbaplayoffs #thisisyourtime  #alleyesnorth x #rockets g5
 930pm et  nbaontnt",2,62078,0,0,1,-4.672232250039193
519108,27783821,get to know ccapela15 s fashion game on and off the court with nba playmaker bull1trc as they hit the racks at dickssportinggoods,2,56418,0,0,1,-3.3949841457554566
693718,27783821," kingjames puts in the hard work  preparation to be able to play every game in season 15  ___
 pacers cavs
 7pm et  nbaontnt",2,47293,0,0,1,-3.105390454488396
360745,27771074,the sixers celebrate coach brett browns first #nbaplayoffs series victory  jdg7873,2,9090,1,0,0,-2.3072638578468827
728325,27771074,former teammates manuginobili  steve kerr embrace after the warriors advance #thisiswhyweplay,2,5221,0,0,1,0.7207787860581492
722432,27771074,kevindurant protects the paint for the paint for the warriors,2,888,0,0,1,-0.8227756774599855
621015,27771074,miamiheat legend dwyanewade wraps up season #15,1,86040,0,0,1,-2.3431823600785404
301466,27771074,the sixers defeat the miamiheat 104 91 to advance to the conference semis #nbaplayoffs,1,83687,0,1,0,-4.514748147476555
704065,27771074,andre elevates for the warriors oop,1,83460,0,0,1,1.125413516376214
615339,27771074, joelembiid x kevinhart4real  the sixers are moving on #philaunite,1,82392,0,0,1,-4.1119023968375465
602975,27771074,coming off 10 pts in the 4th last game coach ettore messina warms up manuginobili ahead of game 5 on nbaontnt 1030pm et #nbaplayoffs,1,78174,0,0,1,-3.734439900936597
675270,27771074,youngamechanger takes it strong through traffic,1,77138,0,0,1,-0.9288670548152214
615991,27771074,bensimmons threads the needle to atf_33,1,75812,0,0,1,-1.8733276381072446
615991,27771074,the sixers share the ball for the bucket nbaontnt,1,74104,0,0,1,-1.8364269479735462
248986,27771074,meekmill  kevinhart4real courtside for miamiheat sixers game 5 #nbaplayoffs,1,73519,0,1,0,-4.5543928090071795
554529,27771074,joelembiid prepares for his home #nbaplayoffs debut sixers lead miamiheat 3 1 #philaunite,1,69594,0,0,1,-4.292915317215209
540681,27771074,"manuginobili uses ball fakes and screens for spurs buckets #nbabreakdown
___
 warriors spurs
 1030pm et
 nbaontnt",1,59022,0,0,1,-4.6749711564314405
561594,27771074,ahead of tonights miamiheat action8pm et nbaontnt we bring back one of the #legendarymoments of the #nbaplayoffs,1,47263,0,0,1,-3.5978310703365475
621539,27771074,the houstonrockets put up 50 in the 3rd quarter to pull away in game 4 #nbaplayoffs,1,30744,0,0,1,-0.9368775480211802
308277,27756540,the utahjazz take 3 1 series lead defeat okcthunder 113 96 #nbaplayoffs,1,5259,0,1,0,-4.743983515762316
675745,27756540,jharden13 and the houstonrockets head home with 3 1 series lead,0,82368,0,0,1,-1.1132802464610392
297163,27756540,the houstonrockets take 3 1 series lead defeat timberwolves 119 100 #nbaplayoffs,0,81269,0,1,0,-4.728095564467093
804090,27756540,drose,0,76376,0,0,1,0.711429617263072
508158,27756540,get pumped for tonights utahjazz #nbaplayoffs action 2 1 1030pm et nbaontnt with spidadmitchells top 3 dunks,0,62253,0,0,1,-3.185865206484091
283694,27756540,hows your bracket looking theres still time to play the #nbaplayoffs bracket challenge presented by budweiserusa nbacom playoffs bracketchallenge ,0,45178,0,1,0,-3.3927699078840274
566987,27756540,manuginobili scores 10 in the 4th to power the spurs home w #nbaplayoffs,0,26093,0,0,1,-1.4147783507438652
618728,27744075,what a series bucks celtics has been going down to the wire in games 1  4 #nbaplayoffs,0,3506,0,0,1,-2.065925253163271
366326,27744075,the cavs even the series 2 2 defeat pacers 104 100 #nbaplayoffs,6,84430,0,1,0,-4.025512860594379
792634,27744075,thaddeus young crosses into the lane,6,81577,0,0,1,1.36573825544411
359461,27744075,whatever it takes #nbaplayoffs,6,77795,0,1,0,0.6821834464538946
716443,27744075,teamswish flings it to beat first quarter  for the cavs,6,77046,0,0,1,0.10718948857120547
444535,27744075,"congrats to kingjames of the cavs for moving up to 6th on the #nbaplayoffs games played list

#whateverittakes #thisiswhyweplay",6,75909,0,1,0,-3.2572618173184114
296885,27744075,the washwizards even the series 2 2 defeat raptors 106 98 #nbaplayoffs,6,75642,0,1,0,-3.6865900860629024
723052,27744075,mgortat13 in traffic with the polish hammer slam,6,74961,0,0,1,0.417581578153712
448103,27744075, kingjames prepares his #nbakicks for tonights cavs action #thisiswhyweplay,6,71552,1,0,0,1.2526907276451718
548857,27744075,seeking a 3 1 series lead with a pacers win 830pm et nbaontnt vicoladipo and turner_myles get loose,6,69747,0,0,1,-4.4451973478359665
609342,27744075,suited up the cavs arrive for game 4 in indianapolis 830pm et nbaontnt,6,66769,0,0,1,-3.5967606234413236
667981,27744075,johnwall rocks the rim baseline,6,66681,0,0,1,-0.6307987025648809
667981,27744075,the bank is open for aldridge_121 on sunday,6,64169,0,0,1,-2.623921877905776
667981,27744075,manuginobili ball fakes to the basket,6,62990,0,0,1,-1.2971162974969495
257580,27744075,"congrats to manuginobili of the spurs for moving up to 3rd on the #nbaplayoffs 3pm list

#gospursgo #thisiswhyweplay",6,59638,0,1,0,-5.556089901689731
257580,27744075,"congrats to manuginobili of the spurs for moving up to 8th on the #nbaplayoffs games played list

#gospursgo #thisiswhyweplay",6,58166,0,1,0,-6.150861143881559
319855,27744075,the bucks even the series 2 2 defeat celtics 104 102 #nbaplayoffs,6,58098,0,1,0,-3.1594148719468946
609342,27744075,giannis_an34s tip wins it for the bucks,6,56293,0,0,1,-2.7586877258255447
646950,27744075,giannis_an34 attacks the rim with a vengeance #nbaonabc,6,55590,0,0,1,-0.5719351114229051
633280,27744075,averaging 273p 8r 63a this #nbaplayoffs kevindurant goes through his pregame routine 330pm et #nbaonabc,6,53555,0,0,1,-0.4366544484618592
620561,27744075,"ahead of todays spurs action we showcase manuginobili the master of the ball fake 
___
 spurs x warriors
 330pm et  #nbaonabc",6,45481,0,0,1,-2.157482603290584
600037,27744075,"defense sparks the bucks break #nbabreakdown 
___
 celtics x bucks
 100pm et  #nbaonabc",6,41533,0,0,1,-4.551026180435128
751391,27744075,playing for your teammates #thisiswhyweplay,6,37114,0,0,1,-1.0409559624892388
553800,27744075,antdavis23 47p 11r and jrue_holiday11 41p 8a lead the pelicansnba into the second round of the #nbaplayoffs,6,30854,0,0,1,-3.5079341447211565
662497,27730416,bensimmons becomes the first rookie to notch a triple double 17p 13r 10a in the #nbaplayoffs since magicjohnson 1980,6,7622,0,0,1,-1.6529900639049635
303594,27730416,the utahjazz take 2 1 series lead defeat okcthunder 115 102 #nbaplayoffs,6,2575,0,1,0,-4.279681820513344
303594,27730416,ruuufio tallies his first career #nbaplayoffs triple double for the utahjazz,6,1505,0,1,0,-3.1970020147786213
676797,27730416,ruuufio beats the buzzer for the utahjazz,6,430,0,0,1,-2.73617365903441
319732,27730416,the timberwolves 1 2 defeat the houstonrockets 121 105 in their first home #nbaplayoffs game since 2004,5,79796,0,1,0,-2.053558521096929
567439,27730416,the houstonrockets and timberwolves are punishing the rim early #phantomcam,5,74087,0,0,1,-3.182948843393809
319732,27730416,the pelicansnba defeat the trailblazers 131 123 to advance to the conference semis #nbaplayoffs,5,73630,0,1,0,-4.288092574662933
723560,27730416,jharden13 takes it strong down the lane nbaonespn,5,72531,0,0,1,1.2780530841953248
650919,27730416,the pelicansnba are moving on in the #nbaplayoffs jrue_holiday11 sets new career high with 41 points #doitbigger,5,71433,0,0,1,-3.9558016541038907
723065,27730416,its gametime in minneapolis nbaonespn,5,71270,0,0,1,-0.39199963125951687
723065,27730416,antdavis23,5,70900,0,0,1,-0.27678517775628364
588973,27730416,get pumped for tonights okcthunder #nbaplayoffs action 10pm et nbaonespn with some of russwest44s most vicious slams,5,68542,0,0,1,-4.225435107383003
596886,27730416,jharden13 warms up for tonights houstonrockets #nbaplayoffs action in minnesota 730pm et nbaonespn,5,67335,0,0,1,-2.1381331040781015
609353,27730416,rajonrondo sets up antdavis23,5,64984,0,0,1,-1.5911133390407382
667993,27730416,jrue_holiday11 to the rack,5,64397,0,0,1,-0.08898655415104717
277401,27730416,the sixers take 3 1 series lead defeat miamiheat 106 102 #nbaplayoffs,5,63098,0,1,0,-4.192835894167529
667993,27730416,joelembiid hustles back for the chasedown,5,61915,0,0,1,-1.1562037590554122
277401,27730416,bensimmons notches his first career #nbaplayoffs triple double for the sixers,5,60695,0,1,0,-3.983420151310195
496349,27730416,the dynamic pelicansnba backcourt of rajonrondo  jrue_holiday11 get loose ahead of game 4 nop looking to advance to round 2 5pm et nbaontnt #nbaplayoffs,5,58222,0,0,1,-6.355032006238007
667993,27730416,how many times have we seen this from dwyanewade,5,56125,0,0,1,0.45505784131135485
725584,27730416, bam1of1 ,5,54501,0,0,1,0.35168257233723965
596478,27730416,23p 7r in his #nbaplayoffs debut joelembiid works on his handles prior to game 4 230pm et nbaontnt,5,49585,0,0,1,-3.736960839753849
553810,27730416,ahead of todays sixers action 230pm et nbaontnt we showcase bensimmons vision #nbaplayoffs,5,40033,0,0,1,-3.3460751220118414
662497,27730416,44bojan puts in 7 triples en route to 30 points in pacers game 3 w #nbaplayoffs,5,23395,0,0,1,-1.7670062585555406
406008,27717388,the bucks 1 2 defeat the celtics 116 92 #nbaplayoffs,5,1031,0,1,0,-2.659838408840753
442476,27717388,,4,84587,0,1,0,0.0
740308,27717388,the greek freak takes flight,4,84121,0,0,1,0.6278676795948542
290787,27717388,the washwizards 1 2 defeat the raptors 122 103 #nbaplayoffs,4,83320,0,1,0,-3.225187263398754
675319,27717388,johnwall times the rejection perfectly,4,81613,0,0,1,-0.8742310457543967
353489,27717388,fear the ,4,81227,0,1,0,-0.195458744855319
358802,27717388,the pacers take 2 1 series lead defeat cavs 92 90 #nbaplayoffs,4,78758,0,1,0,-3.8270715740859176
352078,27717388,feathery,4,78167,0,1,0,-0.21335876871856885
733541,27717388,unclejeffgreen off the dribble ,4,76166,0,0,1,0.13633951639831776
616035,27717388,vicoladipos save sparks the pacers break,4,75039,0,0,1,-1.2965307908223065
910797,27717388, kingjames in transition,4,72903,0,0,1,3.1999338520008167
550082,27717388,johnwall  bradbeal3 get loose for tonights washwizards #nbaplayoffs action 8pm et espn2,4,69604,0,0,1,-3.985013850817101
394808,27717388,tonights cavs #nbastyle #nbaplayoffs,4,65244,0,1,0,-0.9571801984930837
568514,27717388,"the raptors move the ball #nbabreakdown 
___
 raptors 2 0 x washwizards
 800pm et  espn2",4,62638,0,0,1,-4.470426559980268
