Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video
347352,28160927,"as the conference finals move along sign in to the #nbaplayoffs bracket challenge presented by budweiserusa to see how youre doing 
#nbabracketchallenge nbacom playoffs bracketchallenge ",0,32133,0,1,0
782888,28143827,stephencurry30 goes perfect 7 7 from the field in the 3rd quarter to lead the warriors game 3 rout #nbaplayoffs,6,83755,0,0,1
443398,28143827,the warriors take 2 1 western conference finals lead with 126 85 victory #nbaplayoffs,6,81620,0,1,0
774261,28143827, sdot1414 to the rack,6,79622,0,0,1
418287,28143827,30 x 35 #dubnation,6,79015,0,1,0
833210,28143827,stephencurry30 is ,6,78524,0,0,1
510450,28143827,stephencurry30 for ,6,77919,0,1,0
655535,28143827,cgray209 wins a thriller for the la_sparks at the buzzer #watchmework,6,73543,0,0,1
849353,28143827,jharden13 mood ahead of game 3,6,71161,0,0,1
605791,28143827,jharden13 and officialeg10 prepare for a pivotal game 3 in oakland houstonrockets vs warriors at 8pm et on nbaontnt #nbaplayoffs,6,69222,0,0,1
657032,28143827,stephencurry30s been #wireddifferent his entire career to celebrate the launch of the #curry5 with underarmour here are his top 5 career playoff plays that rewired the game,6,64977,0,0,1
663185,28143827,"cp3 sets up in style #nbabreakdown #statefarmassist
___
 wcf game 3
 800pm et
 nbaontnt",6,58455,0,0,1
329811,28143827,the western conference finals 1 1 resume tonight in oakland 8pm et nbaontnt,6,49564,0,1,0
670250,28143827,lebrons memory is still on point repost sportscenter,6,41716,0,0,1
240329,28143827,wnba action all day #watchmework,6,35608,0,1,0
431175,28130649, #cusrise,6,5267,0,1,0
570074,28130649,the cavs 1 2 defeat the celtics 116 86 in game 3 of the eastern conference finals #nbaplayoffs,5,83355,0,1,0
450478,28130649,i got you #thisiswhyweplay,5,80587,0,1,0
876978,28130649,kingjames wraps it around for realtristan13,5,80018,0,0,1
827062,28130649,kingjames with the double clutch #phantomcam,5,79396,0,0,1
450478,28130649,flight,5,78344,0,1,0
450478,28130649,year 15 x year 1,5,78108,0,1,0
781417,28130649,thats how you finish,5,78052,0,0,1
781417,28130649,break it down tavaris,5,77643,0,0,1
876978,28130649,kingjames threads the needle to larrydn7,5,77383,0,0,1
961374,28130649,not in kingjames house,5,75870,0,0,1
848787,28130649, ready,5,75839,0,0,1
547984,28130649,jaytatum0 is feelin it as the celtics seek a 3 0 lead with a win 830pm et nbaonespn,5,68361,0,0,1
595228,28130649," coach stevens encourages boston 
___
 cavs celtics eastern conference finals game 3  830pm et
 nbaonespn",5,59646,0,0,1
355193,28130649,the eastern conference finals bos 2 0 resume tonight in cleveland 830pm et nbaonespn,5,44020,0,1,0
725106,28130649,paul george and lebron exchange thrilling buckets in the 2013 eastern conference finals one of the #budweiserlegendarymoments of the #nbaplayoffs,5,31113,0,0,1
676655,28124759,catching and firing eddie johnson buries the #tissot buzzer beater for the houstonrockets win in game 4 of the 1997 western conference finals #thisisyourtime,4,74829,0,0,1
620072,28104672,spidadmitchell jumps onto the scene at the 2017 #nbacombine 2018 coverage continues on espn2,4,56887,0,0,1
663712,28104672,"winning an nba championship is the ultimate goal for anyone who has ever played the game 
and when the nba champions finally hold the larry obrien trophy in their arms the moment can be incredibly emotional 
the 2018 #nbafinals tip off may 31 #nbaonabc #thisiswhyweplay",4,49615,0,0,1
235373,28104672,the 2018 wnba season tips off tonight #watchmework,4,32591,0,1,0
617265,28104672,kevindurant at the 2007 #nbacombine #nbavault repost nbahistory,3,85624,0,0,1
759939,28104672,the top three finalists for the 2018 #kiamvp jharden13 antdavis23 and kingjames find out who wins at the 2018 #nbaawards june 25th nbaontnt,3,76385,0,0,1
625130,28104672,#tbt the2kferguson started his story and unleashed chaos at last years #nbacombine,3,67861,0,0,1
311830,28104672,join us in wishing _tonyparker09 of the spurs a happy 36th birthday #nbabday,3,57451,0,1,0
345878,28104672,"were two weeks out from the 2018 #nbafinals presented by youtube tv 
___
 game 1 9pm et may 31   watch #nbaonabc with youtubetv",3,46955,0,1,0
690297,28104672,#tbt in 2009 before stephencurry30 made his nba debut he showed the world he was #wireddifferent at the #nbacombine,3,38648,0,0,1
364409,28098536,the houstonrockets even the western conference finals 1 1 with 127 105 victory,2,84500,0,1,0
665774,28098536,cp3 takes it strong and finishes off the contact,2,82230,0,0,1
400978,28098536,up for grabs,2,81409,0,1,0
665774,28098536,cp3 with another great find,2,80364,0,0,1
659689,28098536, cp3 in transition to therealpjtucker17,2,78921,0,0,1
792768,28098536,hit it ,2,78174,0,0,1
364409,28098536,the finalists for the six awards that honor top performers from the 2017 18 regular season that will be given out at the 2018 #nbaawards june 25th nbaontnt,2,76033,1,0,0
651707,28098536,its that time watch game 2 of the western conference finals on nbaontnt #nbaplayoffs,2,75856,0,0,1
619846,28098536,after scoring 37 points in game 1 kevindurant prepares for game 2 in houston warriors seeking 2 0 series lead 9 pm et nbaontnt #nbaplayoffs,2,72602,0,0,1
702277,28077867,"the warriors were active on defense in game 1 #nbabreakdown  ___
 western conference finals game 2
 900pm et  nbaontnt",2,58277,0,0,1
365990,28077867,game 2 tonight,2,42027,0,1,0
688727,28077867,ready for the #nbacombine powered by underarmour in chicago this week,2,23017,0,0,1
410020,28077867,the future of the nba was in attendance at the #nbadraftlottery,2,7190,1,0,0
505388,28077867,gmb_chum12 fchwpo and foestar13 walk off with a 2 0 eastern conference finals lead for the celtics,1,83584,0,0,1
479037,28077867,the celtics take 2 0 eastern conference finals lead with 107 94 victory #nbaplayoffs,1,83322,0,1,0
468128,28077867,kingjames notches his 22nd #nbaplayoffs triple double 3rd this postseason with 42p 12a 10r,1,82566,0,1,0
429603,28077867,,1,80956,0,1,0
607339,28077867,gmb_chum12 flushes it home in transition for the celtics,1,80538,0,0,1
524943,28077867,25 points 6 assists and 4 rebounds for kingjames at the half for the cavs,1,78274,0,1,0
747207,28077867,kingjames to realtristan13 for the cavs bucket,1,78175,0,0,1
665786,28077867,unclejeffgreen denies the dunk,1,77885,0,0,1
627891,28077867,poetry in motion #phantomcam,1,77838,0,0,1
897941,28077867,21 in the first quarter for kingjames,1,76400,0,0,1
723187,28077867, al_horford takes flight for the slam,1,75281,0,0,1
676692,28077867,the suns win the 2018 #nbadraftlottery and will select first in the 2018 #nbdraft,1,75206,0,0,1
424481,28077867,the 2018 #nbadraft order,1,74132,0,1,0
424481,28077867,lace up #nbakicks,1,74002,0,1,0
511827,28077867,the cavs and celtics arrive for tonights big game 2 in boston 830pm et nbaonespn,1,67414,0,0,1
755746,28077867,stephencurry30 bringing the   today at warriors practice in houston #dubnation,1,55044,0,0,1
496433,28077867,"undefeated at the garden the best play from each of the celtics home games in the 2018 #nbaplayoffs 
___
 cavs celtics ecf game 2  830pm et
 nbaonespn",1,50226,0,0,1
748912,28063271, words of encouragement from coach kerr ,1,2101,0,0,1
443542,28063271,the warriors take 1 0 western conference finals lead with 119 106 victory #nbaplayoffs,0,85410,0,1,0
730371,28063271,jharden13 cuts for the slam,0,82284,0,0,1
418423,28063271,we got you #thisiswhyweplay,0,82166,0,1,0
653592,28063271,stephencurry30 with the steal andre with the slam,0,81928,0,0,1
665798,28063271,cp3 with the handles and bucket,0,81600,0,0,1
403091,28063271,congrats to klaythompson of the warriors for moving up to 10th on the #nbaplayoffs 3pm list #thisiswhyweplay,0,81408,0,1,0
793340,28063271,jharden13 puts the  on his 24 point first half,0,79814,0,0,1
665798,28063271,ccapela15 bears down on defense,0,79708,0,0,1
423471,28063271,this game ,0,78305,0,1,0
607350,28063271,ccapela15 protects the paint for the houstonrockets,0,76180,0,0,1
640220,28063271,stephencurry30 and jharden13 prepare for game 1 in houston the western conference finals tip at 9 pm et on nbaontnt #nbaplayoffs,0,74416,0,0,1
640220,28063271,stephencurry30 and jharden13 prepare for game 1 the western conference finals tip at 9 pm et on nbaontnt #nbaplayoffs,0,72131,0,0,1
615089,28063271,kd x the beard 9pm et nbaontnt,0,67343,0,0,1
561092,28063271,look out for this houstonrockets jumpball routine as the western conference finals tip tonight 9pm et nbaontnt,0,50529,0,0,1
347129,28063271,hows your bracket looking as the conference finals are underway theres still time to play the #nbaplayoffs bracket challenge presented by budweiserusa nbacom playoffs bracketchallenge ,0,39886,0,1,0
941163,28051237, the details kingjames with the play by play from game 1 #nbaplayoffs,6,71772,0,0,1
674662,28051237, #phantomcam,6,66504,0,0,1
409302,28051237,the celtics take 1 0 eastern conference finals lead with 108 83 victory #nbaplayoffs,6,64598,0,1,0
790622,28051237, for mom #thisiswhyweplay,6,63664,0,0,1
643066,28051237,jaytatum0 making his mother proud on mothers day #nbaonabc #thisiswhyweplay,6,63321,0,0,1
329611,28051237,18 points and 7 boards in the first half for fchwpo #nbaonabc,6,60204,0,1,0
784761,28051237,kingjames finds kevinlove backdoor for the oop #nbaonabc,6,59768,0,0,1
581868,28051237,al_horford swats it away for the celtics #nbaonabc,6,59066,0,0,1
362688,28051237,the eastern conference finals are underway #nbaonabc,6,56569,0,1,0
860282,28051237,kingjames ready #nbaonabc,6,55471,0,0,1
624386,28051237,teamswish 41% from 3 in the #nbaplayoffs warms up from the perimeter #nbaonabc,6,54249,0,0,1
867299,28051237,ahead of todays ecf action 330pm et #nbaonabc we bring back kingjames #tissotbuzzerbeater from 2015,6,51000,0,0,1
648543,28051237," the  that make the cavs and celtics special #nbabreakdown
___
 eastern conference finals game 1
 330pm et  #nbaonabc",6,41571,0,0,1
346806,28051237,tell us who ya got for a chance to win a $500 nbastore gift card by using #kiawhoyagot + #sweepstakes,6,36212,0,1,0
804710,28051237," to the moms that made us pros happy mothers day 
#thisiswhyweplay",6,29053,0,0,1
640374,28039224," listen in as realtristan13 was micd up in the conference semis 
___
 cavs celtics ecf g1
 330pm et sunday
 #nbaonabc",6,12123,0,0,1
878145,28039224,the top no lk dimes from the 2017 18 regular season #bestofnba,6,1805,0,0,1
780689,28039224, the top dunks from todays  nba2kleague action #thisisourtime,5,80133,0,0,1
479210,28039224,"2014 lebron james skills academy
 kingjames  x  jaytatum0  x  gmb_chum12
___
 jonlopez13 
___
 cavs celtics ecf game 1  330pm et sunday  #nbaonabc",5,71601,0,1,0
727882,28039224,tossin it up to the best alley oops from the 2017 18 regular season #bestofnba,5,53218,0,0,1
804724,28039224, the top 3 assists of the western conference semis #assistsoftheweek,5,42258,0,0,1
804724,28039224, the top 3 assists of the eastern conference semis #assistsoftheweek,5,31928,0,0,1
671265,28025137,if you thought there wasnt any hoops on tonight check out this thrilling nba2kleague finish watch the #nba2kleague live on twitch now,4,78054,0,0,1
565700,28025137,flashback friday kobebryant attracts the defense to set up shaq in the 2000 wcf #nbabreakdown,4,63445,0,0,1
660070,28025137, the sounds of the conference semis #nbaplayoffs,4,53014,0,0,1
735706,28025137, the top 3 #kumhohandles from the eastern conference semis #nbaplayoffs,4,32093,0,0,1
395241,28011575,swipe through to see the custom courts our #nba2kleague teams will be playing on once the regular season begins on friday at 7pm et on twitch repost nba2kleague,3,77320,1,0,0
611999,28011575,one of the #budweiserlegendarymoments in #nbaplayoffs history klaythompson buries 11 triples in game 6 of the 2016 wcf #tbt,3,65091,0,0,1
729767,28011575, the top 3 dunks from the conference semis #nbaplayoffs,3,43499,0,0,1
397010,28011575,four remain #nbaplayoffs #thisiswhyweplay,3,30056,0,1,0
507098,27998337,the 2018 eastern conference finals between the cavs and celtics tips off sunday 5 13 at 330pm et #nbaonabc,2,84399,0,1,0
410973,27998337,the celtics 4 1 defeat the sixers 114 112 to advance to the conference finals,2,84022,0,1,0
452215,27998337,for the second consecutive season the celtics are eastern conference finals bound,2,82523,0,1,0
607405,27998337,gmb_chum12 beats the buzzer to extend the celtics lead,2,76802,0,0,1
665859,27998337,bensimmons fakes it to the rack,2,76456,0,0,1
607405,27998337,the celtics are out  running nbaontnt,2,74498,0,0,1
332438,27998337,dwane casey has been named the recipient of the 2018 michael h goldberg nbca coach of the year award #nba #nbacoaches repost nbacoaches,2,39195,0,1,0
559074,27998337,cp3 puts up 20 of his #nbaplayoffs career high 41 in the 4th to lead the houstonrockets into the western conference finals,2,30882,0,0,1
787301,27979110,respect the warriors advance to the wcf #thisiswhyweplay,2,5834,0,0,1
358740,27979110,the 2018 western conference finals between the warriors and houstonrockets tips off monday 5 14 at 9pm et nbaontnt,2,4246,0,1,0
394740,27979110,the warriors defeat the pelicansnba 113 104 to advance to the conference finals #nbaplayoffs,2,4141,0,1,0
434353,27979110,for the fourth consecutive season the warriors are western conference finals bound,2,3065,0,1,0
372385,27979110,jrue_holiday11 notches his first career #nbaplayoffs triple double,2,2732,0,1,0
670715,27979110,stephencurry30 with the slick dime to kevindurant,2,359,0,0,1
665871,27979110,howd jrue_holiday11 get that pass off,1,85055,0,0,1
318406,27979110,the houstonrockets defeat the utahjazz 112 102 on cp3s career night to advance to the conference finals #nbaplayoffs,1,81898,0,1,0
607416,27979110,cp3  the houstonrockets are headed to the western conference finals,1,80598,0,0,1
385518,27979110,the houstonrockets are western conference finals bound,1,80055,0,1,0
639852,27979110,stephencurry30 x traeyoung #nbaplayoffs,1,76542,0,0,1
607416,27979110,spidadmitchell is loose for game 5 nbaontnt,1,71857,0,0,1
561153,27979110,spidadmitchell hits the floor for tonights pivotal game 5 in houston 800pm et nbaontnt,1,67236,0,0,1
319831,27979110,join us in wishing _kw15 of the hornets a happy 28th birthday #nbabday,1,31478,0,1,0
735918,27915879,handshake game on point #thisiswhyweplay,0,85077,0,0,1
426001,27915879,the cavs defeat the raptors 123 98 to advance to the conference finals #nbaplayoffs,0,84941,0,1,0
468751,27915879,for the fourth consecutive season the cavs are eastern conference finals bound,0,83264,0,1,0
682123,27915879,  #phantomcam,0,82461,0,0,1
665883,27915879,jvalanciunas with the denial,0,81927,0,0,1
975498,27915879, the around the back dime or the spin move kingjames is doing it all,0,79656,0,0,1
607427,27915879,demar_derozan takes it strong to end the quarter for the raptors,0,76943,0,0,1
426001,27915879,"congrats to teamswish of the cavs for moving up to 9th on the #nbaplayoffs 3pm list

#thisiswhyweplay #whateverittakes",0,76062,0,1,0
345248,27915879,"congrats to sergeibaka of the raptors for moving up to 9th on the #nbaplayoffs blocks list 
#thisiswhyweplay #wethenorth",0,75290,0,1,0
428719,27915879,the sixers 1 3 defeat the celtics 103 92 #nbaplayoffs,0,74525,0,1,0
735918,27915879,a kiss and high five for dad #thisiswhyweplay,0,74312,0,0,1
735918,27915879,tj #philaunite,0,72550,0,0,1
511901,27915879,tjmcconnell threads the needle to bensimmons nbaontnt,0,65785,0,0,1
416970,27915879,with their season on the line bensimmons and joelembiid get loose for game 4 sixers vs celtics at 6 pm et on nbaontnt #nbaplayoffs,0,61762,0,0,1
560570,27915879,"a moment heard around the world #globalgame
___
 raptors cavs g4
 830pm et  nbaontnt",0,53391,0,0,1
520471,27915879,"the celtics turn defense into the transition triple  #nbabreakdown  ___
 sixers x celtics game 4
 600pm et  nbaontnt",0,41559,0,0,1
346793,27915879,hows your bracket looking today theres still time to play the #nbaplayoffs bracket challenge presented by budweiserusa nbacom playoffs bracketchallenge ,0,31565,0,1,0
623274,27915879,cp3 27p 12r 6a with his mother on tonights birthday win and ccapela15s impact,0,1025,0,0,1
613786,27915879,jharden13 liked that ccapela15 swat #phantomcam,6,82598,0,0,1
650385,27915879,ccapela15 records 5 4th quarter blocks to help secure the houstonrockets w,6,82070,0,0,1
